rateName,rateAmount,itemQuantity,cost,name
Public Purpose Programs,0.02644,8224.548,217.45704912,"Residential - Time of Use - Rate C, 4PM - 9PM (NEM 2)"
Nuclear Decommissioning,-0.00013,1079.593,-0.14034709,"Residential - Time of Use - Rate C, 4PM - 9PM (NEM 2)"
Nuclear Decommissioning,-0.00024,8224.548,-1.97389152,"Residential - Time of Use - Rate C, 4PM - 9PM (NEM 2)"
Ongoing CTC,-0.00072,1079.593,-0.77730696,"Residential - Time of Use - Rate C, 4PM - 9PM (NEM 2)"
Ongoing CTC,-0.00072,8224.548,-5.92167456,"Residential - Time of Use - Rate C, 4PM - 9PM (NEM 2)"
Energy Cost Recovery Amount,0.00001,1079.593,0.01079593,"Residential - Time of Use - Rate C, 4PM - 9PM (NEM 2)"
Energy Cost Recovery Amount,0.00001,8224.548,0.08224548,"Residential - Time of Use - Rate C, 4PM - 9PM (NEM 2)"
Wildfire Fund Charge,0.00595,1079.593,6.42357835,"Residential - Time of Use - Rate C, 4PM - 9PM (NEM 2)"
Wildfire Fund Charge,0.00595,8224.548,48.9360606,"Residential - Time of Use - Rate C, 4PM - 9PM (NEM 2)"
New System Generation,0.00574,1079.593,6.19686382,"Residential - Time of Use - Rate C, 4PM - 9PM (NEM 2)"
New System Generation,0.00574,8224.548,47.20890552,"Residential - Time of Use - Rate C, 4PM - 9PM (NEM 2)"
California Climate Credit,0.0,0.0,0.0,"Residential - Time of Use - Rate C, 4PM - 9PM (NEM 2)"
California Climate Credit,-58.23,2.0,-116.46,"Residential - Time of Use - Rate C, 4PM - 9PM (NEM 2)"
Energy Surcharge,0.0003,1079.593,0.3238779,"Residential - Time of Use - Rate C, 4PM - 9PM (NEM 2)"
Energy Surcharge,0.0003,8224.548,2.4673644,"Residential - Time of Use - Rate C, 4PM - 9PM (NEM 2)"
Generation Credit,0.0,1079.593,0.0,"Residential - Time of Use - Rate C, 4PM - 9PM (NEM 2)"
PCIA,0.0,1079.593,0.0,"Residential - Time of Use - Rate C, 4PM - 9PM (NEM 2)"
Program Charge,0.0,1079.593,0.0,"Residential - Time of Use - Rate C, 4PM - 9PM (NEM 2)"
Solar Charge,0.0,1079.593,0.0,"Residential - Time of Use - Rate C, 4PM - 9PM (NEM 2)"
Generation Credit,0.0,8224.548,0.0,"Residential - Time of Use - Rate C, 4PM - 9PM (NEM 2)"
PCIA,0.0,8224.548,0.0,"Residential - Time of Use - Rate C, 4PM - 9PM (NEM 2)"
Program Charge,0.0,8224.548,0.0,"Residential - Time of Use - Rate C, 4PM - 9PM (NEM 2)"
Solar Charge,0.0,8224.548,0.0,"Residential - Time of Use - Rate C, 4PM - 9PM (NEM 2)"
Wildfire Hardening,0.00494,1079.593,5.33318942,"Residential - Time of Use - Rate C, 4PM - 9PM (NEM 2)"
Wildfire Hardening,0.00474,8224.548,38.98435752,"Residential - Time of Use - Rate C, 4PM - 9PM (NEM 2)"
Smart Meter Opt Out,0.0,0.0,0.0,"Residential - Time of Use - Rate C, 4PM - 9PM (NEM 2)"
Recovery Bond Credit,-0.0065,1079.593,-7.0173545,"Residential - Time of Use - Rate C, 4PM - 9PM (NEM 2)"
Smart Meter Opt Out,0.0,0.0,0.0,"Residential - Time of Use - Rate C, 4PM - 9PM (NEM 2)"
Recovery Bond Charge,0.0065,1079.593,7.0173545,"Residential - Time of Use - Rate C, 4PM - 9PM (NEM 2)"
Recovery Bond Credit,-0.00647,8224.548,-53.21282556,"Residential - Time of Use - Rate C, 4PM - 9PM (NEM 2)"
Recovery Bond Charge,0.00647,8224.548,53.21282556,"Residential - Time of Use - Rate C, 4PM - 9PM (NEM 2)"
